addr,instl_cnt,lat,lon
경기도 양평군 양서면 양수리 770-14,1,37.493291,127.490485
경기도 양평군 용문면 다문리 774-11,1,37.547096,127.321132
경기도 양평군 양서면 양수리 산30-5,1,37.519464,127.456046
경기도 양평군 옥천면 옥천리 951-21,1,37.487265,127.490476
경기도 양평군 용문면 다문리 1034-2,1,37.537135,127.317199
경기도 양평군 양서면 국수리 285-8,1,37.480165,127.590924
경기도 양평군 강상면 병산리 765,1,37.561875,127.328352
경기도 양평군 옥천면 옥천리 153,1,37.527306,127.471443
경기도 양평군 양평읍 양근리 389-18,1,37.48445,127.585372
경기도 양평군 양평읍 양근리 390-1,1,37.515272,127.399781
경기도 양평군 양평읍 양근리 465-6,1,37.487817,127.477318
경기도 양평군 양서면 양수리 221-3,1,37.500367,127.477242
경기도 양평군 지평면 지평리 1095-16,1,37.493308,127.490615
경기도 양평군 양서면 양수리 769-10,1,37.493383,127.48901
경기도 양평군 옥천면 옥천리 153,1,37.49333,127.481593
경기도 양평군 청운면 용두리 693-1,1,37.562239,127.328503
경기도 양평군 단월면 보룡리 34-1,1,37.477277,127.630727
경기도 양평군 옥천면 옥천리 951-11,1,37.536509,127.317063
경기도 양평군 강상면 병산리 765-11,1,37.527727,127.471932
경기도 양평군 양평읍 오빈리 154-2,1,37.552283,127.711803
경기도 양평군 양평읍 양근리 산1-2,1,37.536887,127.674575
경기도 양평군 양평읍 양근리 561-1,1,37.519616,127.45626
경기도 양평군 양평읍 양근리 557-4,1,37.488224,127.47758
경기도 양평군 양평읍 양근리 504-10,1,37.498618,127.477051
경기도 양평군 양평읍 양근리 556-1,1,37.498494,127.477548
경기도 양평군 옥천면 옥천리 951-1,1,37.498488,127.478081
경기도 양평군 용문면 다문리 777-7,1,37.498473,127.478759
경기도 양평군 서종면 문호리 594-4,1,37.626314,127.354883
경기도 양평군 양서면 부용리 630-3,1,37.626775,127.355047
경기도 양평군 양서면 양수리 616-14,1,37.473533,127.645861
경기도 양평군 서종면 문호리 산63-2,1,37.483121,127.617422
경기도 양평군 서종면 문호리 산64-5,1,37.627251,127.355277
경기도 양평군 양서면 양수리 619-3,1,37.551461,127.336761
경기도 양평군 지평면 지평리 20-1,1,37.545824,127.316346
경기도 양평군 서종면 수입리 822-81,1,37.627466,127.355359
경기도 양평군 지평면 송현리 398-22,1,37.62777,127.355492
경기도 양평군 서종면 수입리 656-19,1,37.545938,127.316076
경기도 양평군 양서면 부용리 621-3,1,37.473298,127.646339
경기도 양평군 서종면 수입리 442-93,1,37.635323,127.363872
경기도 양평군 양서면 양수리 620-3,1,37.482989,127.617971
경기도 양평군 서종면 수입리 442-23,1,37.640168,127.370854
경기도 양평군 서종면 수입리 878,1,37.551798,127.336897
경기도 양평군 지평면 송현리 398-16,1,37.647149,127.381412
경기도 양평군 서종면 수입리 726-6,1,37.546049,127.315806
경기도 양평군 양서면 부용리 581-1,1,37.646904,127.380976
경기도 양평군 양서면 양수리 620-3,1,37.64648,127.380076
경기도 양평군 지평면 지평리 산30-12,1,37.482871,127.618224
경기도 양평군 서종면 수입리 724-5,1,37.646356,127.379482
경기도 양평군 서종면 수입리 679-6,1,37.552157,127.337059
경기도 양평군 서종면 수입리 678-3,1,37.546164,127.315527
경기도 양평군 양서면 양수리 620-3,1,37.473077,127.646809
경기도 양평군 지평면 송현리 398-1,1,37.646184,127.378984
경기도 양평군 서종면 수입리 672-5,1,37.645113,127.377412
경기도 양평군 양서면 부용리 577-7,1,37.644862,127.376943
경기도 양평군 서종면 수입리 672-7,1,37.546272,127.31526
경기도 양평군 지평면 지평리 산33-9,1,37.482806,127.618472
경기도 양평군 서종면 수입리 673-2,1,37.644579,127.376659
경기도 양평군 지평면 송현리 산105-11,1,37.552491,127.337264
경기도 양평군 양서면 양수리 620-3,1,37.644452,127.376446
경기도 양평군 서종면 수입리 산44-21,1,37.472865,127.647231
경기도 양평군 서종면 수입리 산44-4,1,37.644157,127.375924
경기도 양평군 양서면 부용리 582-7,1,37.482579,127.618875
경기도 양평군 서종면 수입리 산45-5,1,37.546386,127.314985
경기도 양평군 서종면 수입리 산45-12,1,37.643974,127.375511
경기도 양평군 지평면 지평리 산33-10,1,37.643169,127.374124
경기도 양평군 양서면 부용리 582-7,1,37.552798,127.337488
경기도 양평군 서종면 수입리 662-3,1,37.642286,127.373111
경기도 양평군 서종면 수입리 산49-10,1,37.641832,127.372549
경기도 양평군 서종면 수입리 648-2,1,37.472567,127.64778
경기도 양평군 지평면 송현리 986,1,37.546498,127.314711
경기도 양평군 서종면 수입리 642-5,1,37.640928,127.371526
경기도 양평군 서종면 수입리 산41-19,1,37.63998,127.370369
경기도 양평군 지평면 지평리 산33-5,1,37.639648,127.369885
경기도 양평군 양평읍 백안리 512-1,1,37.495949,127.515375
경기도 양평군 양평읍 백안리 533-39,1,37.493921,127.510964
경기도 양평군 양평읍 공흥리 산82-3,1,37.493816,127.510567
경기도 양평군 양평읍 백안리 870-1,1,37.495646,127.514987
경기도 양평군 양평읍 공흥리 243-8,1,37.493955,127.510145
경기도 양평군 양평읍 공흥리 243-5,1,37.495544,127.514653
경기도 양평군 양평읍 공흥리 243-9,1,37.494146,127.509811
경기도 양평군 양평읍 백안리 513-2,1,37.49446,127.510099
경기도 양평군 양평읍 백안리 513-3,1,37.494942,127.510566
경기도 양평군 양평읍 백안리 513-7,1,37.495131,127.510925
경기도 양평군 양평읍 백안리 539-4,1,37.495288,127.511283
경기도 양평군 양평읍 백안리 512-5,1,37.495516,127.511715
경기도 양평군 양서면 양수리 564-6,1,37.495673,127.512058
경기도 양평군 서종면 문호리 663-14,1,37.495921,127.512521
경기도 양평군 지평면 송현리 산104-36,1,37.49669,127.514185
경기도 양평군 서종면 문호리 1155,1,37.494687,127.510289
경기도 양평군 양서면 양수리 564-15,1,37.545036,127.317755
경기도 양평군 서종면 문호리 653-7,1,37.620131,127.351958
경기도 양평군 지평면 송현리 산104-30,1,37.483659,127.615838
경기도 양평군 서종면 문호리 653-5,1,37.620592,127.35214
경기도 양평군 서종면 문호리 1152,1,37.545087,127.317876
경기도 양평군 양서면 양수리 563-1,1,37.621063,127.352331
경기도 양평군 서종면 문호리 640-2,1,37.483509,127.616102
경기도 양평군 지평면 송현리 산104-31,1,37.621397,127.3525
경기도 양평군 서종면 문호리 641-81,1,37.622003,127.352709
경기도 양평군 양서면 양수리 613-1,1,37.545158,127.3174
경기도 양평군 양서면 부용리 632-2,1,37.622415,127.352866
경기도 양평군 지평면 지평리 192-1,1,37.483424,127.616277
경기도 양평군 서종면 문호리 산80-3,1,37.622826,127.353036
경기도 양평군 서종면 문호리 637-6,1,37.545268,127.317113
경기도 양평군 서종면 문호리 산73-2,1,37.550578,127.336417
경기도 양평군 지평면 송현리 398-58,1,37.474025,127.644876
경기도 양평군 양서면 양수리 612-8,1,37.623215,127.353185
경기도 양평군 서종면 문호리 1149,1,37.623657,127.353411
경기도 양평군 양서면 부용리 630-1,1,37.624129,127.353693
경기도 양평군 양서면 양수리 616-10,1,37.483231,127.616884
경기도 양평군 지평면 지평리 15-3,1,37.545506,127.317089
경기도 양평군 서종면 문호리 621-3,1,37.624532,127.353988
경기도 양평군 서종면 문호리 616-1,1,37.550984,127.336565
경기도 양평군 양서면 양수리 941,1,37.545619,127.316849
경기도 양평군 서종면 문호리 601-1,1,37.473776,127.645383
경기도 양평군 서종면 문호리 산66-3,1,37.624888,127.354256
경기도 양평군 서종면 문호리 산66-2,1,37.625296,127.354458
경기도 양평군 지평면 지평리 산30-3,1,37.545726,127.316604
경기도 양평군 지평면 송현리 393-1,1,37.62567,127.354593
경기도 양평군 용문면 마룡리 181-10,1,37.543143,127.317919
경기도 양평군 지평면 지평리 178-10,1,37.544449,127.319119
경기도 양평군 양평읍 양근리 448-18,1,37.612325,127.349707
경기도 양평군 서종면 문호리 671-3,1,37.615106,127.350199
경기도 양평군 양서면 양수리 559-13,1,37.484145,127.61471
경기도 양평군 양평읍 양근리 448-19,1,37.474401,127.643181
경기도 양평군 서종면 문호리 666-2,1,37.49211,127.487773
경기도 양평군 서종면 문호리 663-26,1,37.615535,127.350384
경기도 양평군 지평면 지평리 189-5,1,37.54458,127.318807
경기도 양평군 양평읍 양근리 446-16,1,37.491858,127.487944
경기도 양평군 용문면 마룡리 203-36,1,37.616351,127.350756
경기도 양평군 서종면 문호리 663-25,1,37.616773,127.350862
경기도 양평군 양서면 양수리 560-11,1,37.474312,127.643715
경기도 양평군 서종면 문호리 662-2,1,37.49164,127.488183
경기도 양평군 지평면 송현리 산104-26,1,37.484052,127.615078
경기도 양평군 양평읍 양근리 447-1,1,37.617189,127.350992
경기도 양평군 서종면 문호리 657-10,1,37.544748,127.31837
경기도 양평군 양서면 양수리 564-11,1,37.617623,127.35112
경기도 양평군 서종면 문호리 1193,1,37.483942,127.615334
경기도 양평군 서종면 문호리 663-1,1,37.491466,127.488364
경기도 양평군 지평면 송현리 산104-27,1,37.618034,127.351252
경기도 양평군 양서면 양수리 562-7,1,37.544877,127.318045
경기도 양평군 서종면 문호리 663,1,37.618473,127.351389
경기도 양평군 서종면 문호리 657-1,1,37.618892,127.351515
경기도 양평군 지평면 지평리 190-1,1,37.483807,127.61559
경기도 양평군 양평읍 백안리 535-8,1,37.544947,127.318163
경기도 양평군 양평읍 백안리 533-38,1,37.619306,127.351654
경기도 양평군 양평읍 백안리 535-5,1,37.619724,127.351797
경기도 양평군 양평읍 백안리 531,1,37.47418,127.644323
경기도 양평군 양평읍 백안리 539-1,1,37.496158,127.513012
경기도 양평군 양평읍 백안리 533-20,1,37.495371,127.514277
경기도 양평군 양평읍 백안리 533-13,1,37.496357,127.513471
경기도 양평군 양평읍 백안리 539-6,1,37.495157,127.513976
경기도 양평군 양평읍 백안리 538,1,37.496549,127.513821
경기도 양평군 양평읍 백안리 533-21,1,37.494956,127.513648
경기도 양평군 양평읍 백안리 516-2,1,37.494771,127.513286
경기도 양평군 양평읍 백안리 538-7,1,37.496824,127.514469
경기도 양평군 양평읍 백안리 533-40,1,37.496693,127.514901
경기도 양평군 양평읍 백안리 515-3,1,37.494566,127.512728
경기도 양평군 양평읍 백안리 515,1,37.494449,127.512249
경기도 양평군 양평읍 백안리 533-12,1,37.496593,127.515371
경기도 양평군 양평읍 백안리 856-3,1,37.496579,127.515823
경기도 양평군 양평읍 백안리 513-14,1,37.494356,127.511741
경기도 양평군 양평읍 백안리 513-12,1,37.494187,127.511315
경기도 양평군 양서면 양수리 564-6,1,37.496278,127.515605
경기도 양평군 양서면 양수리 1101,1,37.606748,127.349227
경기도 양평군 서종면 문호리 725-28,1,37.543939,127.320163
경기도 양평군 양평읍 양근리 528-54,1,37.484111,127.613138
경기도 양평군 양서면 양수리 1074-1,1,37.607329,127.349153
경기도 양평군 서종면 문호리 761-10,1,37.544049,127.320177
경기도 양평군 양평읍 양근리 396-12,1,37.607776,127.349145
경기도 양평군 양평읍 양근리 396-5,1,37.492788,127.487275
경기도 양평군 양평읍 양근리 399-1,1,37.474614,127.642134
경기도 양평군 양평읍 양근리 403-2,1,37.608185,127.349236
경기도 양평군 서종면 문호리 726-3,1,37.492638,127.488793
경기도 양평군 단월면 덕수리 658-9,1,37.492412,127.488958
경기도 양평군 서종면 문호리 704-12,1,37.492202,127.489163
경기도 양평군 양서면 양수리 1072,1,37.492019,127.489408
경기도 양평군 양평읍 양근리 448-15,1,37.608606,127.349364
경기도 양평군 단월면 덕수리 473-4,1,37.546411,127.671709
경기도 양평군 양서면 양수리 565-2,1,37.609058,127.349453
경기도 양평군 양서면 양수리 1074-1,1,37.544239,127.319839
경기도 양평군 서종면 문호리 703-5,1,37.49256,127.487463
경기도 양평군 양평읍 양근리 448-1,1,37.546265,127.671971
경기도 양평군 용문면 마룡리 산36-7,1,37.484121,127.613466
경기도 양평군 지평면 지평리 169,1,37.544226,127.319635
경기도 양평군 서종면 문호리 705-3,1,37.609554,127.349553
경기도 양평군 서종면 문호리 708-3,1,37.492352,127.487583
경기도 양평군 양서면 양수리 559-16,1,37.484153,127.613814
경기도 양평군 양서면 양수리 560-4,1,37.474528,127.64254
경기도 양평군 양서면 양수리 935,1,37.610052,127.349551
경기도 양평군 양서면 양수리 564-1,1,37.610517,127.349518
경기도 양평군 양서면 양수리 565-1,1,37.54488,127.318828
경기도 양평군 양서면 양수리 565-2,1,37.545016,127.318651
경기도 양평군 양서면 양수리 612-1,1,37.54515,127.318458
경기도 양평군 양서면 양수리 617-1,1,37.54538,127.318138
경기도 양평군 용문면 마룡리 203-51,1,37.545522,127.317904
경기도 양평군 서종면 문호리 709-2,1,37.545703,127.317646
경기도 양평군 서종면 문호리 710-12,1,37.545836,127.317441
경기도 양평군 용문면 마룡리 203-38,1,37.546065,127.317178
경기도 양평군 서종면 문호리 696-11,1,37.484191,127.614122
경기도 양평군 양서면 양수리 559-16,1,37.610976,127.349513
경기도 양평군 양서면 양수리 649-7,1,37.611438,127.34949
경기도 양평군 양서면 양수리 658-5,1,37.484181,127.614435
경기도 양평군 서종면 문호리 663-26,1,37.611859,127.349538
경기도 양평군 양서면 양수리 658-19,1,37.544456,127.318767
경기도 양평군 양서면 양수리 658-14,1,37.544249,127.318636
경기도 양평군 양서면 양수리 650-12,1,37.543967,127.318484
경기도 양평군 서종면 문호리 711-2,1,37.543743,127.318326
경기도 양평군 서종면 문호리 671-6,1,37.543465,127.318167
경기도 양평군 양서면 양수리 1001-2,1,37.59578,127.350991
경기도 양평군 양서면 양수리 971-1,1,37.543782,127.320784
경기도 양평군 양서면 양수리 969,1,37.544047,127.320887
경기도 양평군 양서면 양수리 968,1,37.544425,127.321042
경기도 양평군 양서면 양수리 968-1,1,37.544751,127.321159
경기도 양평군 양서면 양수리 965-3,1,37.545179,127.321353
경기도 양평군 양서면 양수리 965-1,1,37.545451,127.321493
경기도 양평군 양서면 양수리 967-2,1,37.545692,127.321635
경기도 양평군 양서면 양수리 958,1,37.546031,127.321773
경기도 양평군 양서면 양수리 956,1,37.546336,127.321862
경기도 양평군 양서면 양수리 950-2,1,37.546757,127.321682
경기도 양평군 양서면 양수리 545-4,1,37.546701,127.322
경기도 양평군 양서면 양수리 543,1,37.547043,127.322131
경기도 양평군 양서면 양수리 495-8,1,37.547356,127.322252
경기도 양평군 양서면 양수리 495-8,1,37.547717,127.322363
경기도 양평군 양서면 양수리 492,1,37.547998,127.322497
경기도 양평군 양서면 양수리 498-2,1,37.548375,127.322637
경기도 양평군 양서면 양수리 498-3,1,37.549524,127.323058
경기도 양평군 양서면 양수리 498-3,1,37.549828,127.323127
경기도 양평군 양서면 양수리 499-1,1,37.550141,127.323205
경기도 양평군 양서면 양수리 418-6,1,37.550456,127.323254
경기도 양평군 단월면 덕수리 469-3,1,37.55076,127.323242
경기도 양평군 양평읍 양근리 493-1,1,37.551121,127.323205
경기도 양평군 서종면 문호리 870-3,1,37.551404,127.323164
경기도 양평군 단월면 덕수리 511-10,1,37.551734,127.323152
경기도 양평군 양평읍 양근리 493-31,1,37.546796,127.671929
경기도 양평군 서종면 문호리 841-10,1,37.493423,127.486778
경기도 양평군 양서면 양수리 1126,1,37.597095,127.352259
경기도 양평군 용문면 마룡리 203-44,1,37.545489,127.671644
경기도 양평군 지평면 지평리 148-4,1,37.49503,127.484625
경기도 양평군 서종면 문호리 771-1,1,37.601359,127.351413
경기도 양평군 단월면 덕수리 649,1,37.54365,127.320627
경기도 양평군 양평읍 양근리 488-8,1,37.484123,127.612865
경기도 양평군 서종면 문호리 725-43,1,37.474748,127.641465
경기도 양평군 양서면 양수리 1110,1,37.605428,127.349443
경기도 양평군 단월면 덕수리 511-3,1,37.547087,127.671408
경기도 양평군 단월면 덕수리 469-2,1,37.495162,127.484755
경기도 양평군 단월면 덕수리 511-3,1,37.605813,127.349354
경기도 양평군 서종면 문호리 725-55,1,37.543877,127.320465
경기도 양평군 양평읍 양근리 528-58,1,37.54579,127.671685
경기도 양평군 양평읍 양근리 525-4,1,37.547154,127.671555
경기도 양평군 서종면 문호리 725-30,1,37.54579,127.671685
경기도 양평군 양서면 양수리 1119,1,37.606188,127.349294
경기도 양평군 용문면 마룡리 184-6,1,37.493193,127.486961
경기도 양평군 서종면 문호리 725-29,1,37.495364,127.484835
경기도 양평군 서종면 문호리 산148-4,1,37.544179,127.671672
경기도 양평군 서종면 문호리 928-7,1,37.487884,127.596363
경기도 양평군 지평면 지평리 141-1,1,37.591748,127.345226
경기도 양평군 서종면 문호리 920-3,1,37.542615,127.322096
경기도 양평군 양동면 쌍학리 739-5,1,37.59198,127.345686
경기도 양평군 단월면 보룡리 441-2,1,37.592146,127.346182
경기도 양평군 단월면 보룡리 441-1,1,37.474778,127.639628
경기도 양평군 서종면 문호리 926-2,1,37.487812,127.59677
경기도 양평군 양평읍 양근리 450-43,1,37.416794,127.754631
경기도 양평군 양평읍 양근리 646-6,1,37.544421,127.671619
경기도 양평군 서종면 문호리 927-1,1,37.544595,127.671341
경기도 양평군 서종면 문호리 920-7,1,37.592346,127.346688
경기도 양평군 양서면 용담리 585-2,1,37.493911,127.484899
경기도 양평군 양평읍 양근리 488-15,1,37.494318,127.486097
경기도 양평군 양평읍 양근리 528-104,1,37.59257,127.347079
경기도 양평군 지평면 지평리 142-5,1,37.592741,127.347351
경기도 양평군 서종면 문호리 920-3,1,37.542875,127.321728
경기도 양평군 용문면 마룡리 203-43,1,37.49415,127.484703
경기도 양평군 서종면 문호리 919-4,1,37.494083,127.486285
경기도 양평군 양평읍 양근리 490-2,1,37.474822,127.640225
경기도 양평군 양평읍 양근리 528-115,1,37.592971,127.347693
경기도 양평군 서종면 문호리 918-3,1,37.484252,127.611823
경기도 양평군 양동면 쌍학리 164-1,1,37.59324,127.348037
경기도 양평군 단월면 덕수리 470-3,1,37.494358,127.484529
경기도 양평군 용문면 다문리 350-12,1,37.493817,127.486461
경기도 양평군 용문면 다문리 360-1,1,37.59385,127.34877
경기도 양평군 양서면 용담리 572-4,1,37.416531,127.754295
경기도 양평군 서종면 문호리 918-7,1,37.546445,127.672258
경기도 양평군 용문면 마룡리 203-53,1,37.487733,127.597309
경기도 양평군 서종면 문호리 918-6,1,37.487879,127.597675
경기도 양평군 양평읍 양근리 528-116,1,37.543129,127.321368
경기도 양평군 서종면 문호리 911-4,1,37.594189,127.34916
경기도 양평군 양평읍 양근리 488-7,1,37.484179,127.612168
경기도 양평군 양서면 양수리 971-1,1,37.594465,127.349454
경기도 양평군 양서면 양수리 969,1,37.493672,127.486576
경기도 양평군 양서면 양수리 968,1,37.594721,127.349743
경기도 양평군 양서면 양수리 1130,1,37.494604,127.484398
경기도 양평군 서종면 문호리 956-5,1,37.474821,127.640771
경기도 양평군 용문면 마룡리 산36-6,1,37.595017,127.350089
경기도 양평군 양평읍 양근리 487-2,1,37.595268,127.350395
경기도 양평군 단월면 덕수리 509-1,1,37.543383,127.320993
경기도 양평군 서종면 문호리 956-4,1,37.59558,127.350744
경기도 양평군 양서면 양수리 1109-1,1,37.484138,127.612526
경기도 양평군 양서면 양수리 1103-2,1,37.494878,127.484472
경기도 양평군 양서면 양수리 1115-1,1,37.546773,127.671632
경기도 양평군 양평읍 양근리 116-5,1,37.495611,127.486272
경기도 양평군 양평읍 양근리 110-9,1,37.49559,127.486808
경기도 양평군 양평읍 양근리 110-12,1,37.495366,127.487337
경기도 양평군 양평읍 양근리 391-1,1,37.495083,127.487743
경기도 양평군 양평읍 양근리 392-4,1,37.494692,127.487977
경기도 양평군 서종면 문호리 1028-4,1,37.494287,127.488162
경기도 양평군 양서면 용담리 581-2,1,37.493878,127.488332
경기도 양평군 서종면 문호리 산151-28,1,37.493478,127.488482
경기도 양평군 양서면 용담리 580-13,1,37.49315,127.488594
경기도 양평군 용문면 다문리 354-8,1,37.58806,127.343116
경기도 양평군 지평면 지평리 578-9,1,37.542172,127.322691
경기도 양평군 용문면 다문리 353-2,1,37.588438,127.343141
경기도 양평군 서종면 문호리 1027-4,1,37.542194,127.323021
경기도 양평군 서종면 문호리 1027-6,1,37.488037,127.595434
경기도 양평군 용문면 광탄리 254-20,1,37.47477,127.638212
경기도 양평군 양서면 용담리 581-8,1,37.492742,127.485876
경기도 양평군 양동면 쌍학리 185-2,1,37.588805,127.343268
경기도 양평군 단월면 보룡리 435-7,1,37.589164,127.343392
경기도 양평군 단월면 보룡리 435-5,1,37.495167,127.485181
경기도 양평군 양평읍 양근리 452,1,37.542365,127.322747
경기도 양평군 서종면 문호리 1027-6,1,37.417561,127.755325
경기도 양평군 단월면 보룡리 389-12,1,37.541525,127.323913
경기도 양평군 용문면 광탄리 산1-22,1,37.543527,127.672331
경기도 양평군 서종면 문호리 1027-2,1,37.543699,127.672034
경기도 양평군 양동면 쌍학리 185-8,1,37.492989,127.485679
경기도 양평군 용문면 다문리 353-2,1,37.589515,127.343566
경기도 양평군 양평읍 양근리 450-44,1,37.542338,127.322489
경기도 양평군 서종면 문호리 1027-3,1,37.589858,127.343775
경기도 양평군 용문면 광탄리 254-20,1,37.417339,127.755173
경기도 양평군 서종면 문호리 산151-49,1,37.487983,127.595886
경기도 양평군 지평면 지평리 581-7,1,37.493221,127.485489
경기도 양평군 양평읍 양근리 527-13,1,37.590193,127.343969
경기도 양평군 서종면 문호리 1027-1,1,37.512211,127.633962
경기도 양평군 양평읍 양근리 453,1,37.590546,127.34419
경기도 양평군 용문면 광탄리 254-8,1,37.474712,127.638926
경기도 양평군 용문면 광탄리 산1-22,1,37.494965,127.485443
경기도 양평군 양동면 쌍학리 752-3,1,37.590888,127.34443
경기도 양평군 양평읍 양근리 646,1,37.493445,127.485292
경기도 양평군 서종면 문호리 1027-5,1,37.512506,127.633861
경기도 양평군 단월면 보룡리 441-3,1,37.50725,127.644777
경기도 양평군 양평읍 양근리 450-23,1,37.417053,127.754952
경기도 양평군 서종면 문호리 산151-43,1,37.494739,127.485721
경기도 양평군 단월면 보룡리 441-2,1,37.591213,127.344685
경기도 양평군 용문면 다문리 353-1,1,37.543992,127.671962
경기도 양평군 서종면 문호리 1021-1,1,37.493676,127.485099
경기도 양평군 양서면 용담리 700,1,37.591522,127.344935
경기도 양평군 양평읍 양근리 505-4,1,37.510108,127.397395
경기도 양평군 서종면 문호리 산151-332,1,37.488001,127.594083
경기도 양평군 양동면 쌍학리 205-5,1,37.485925,127.609179
경기도 양평군 양평읍 양근리 450-53,1,37.496057,127.483943
경기도 양평군 양서면 국수리 348-9,1,37.542599,127.67293
경기도 양평군 서종면 문호리 산151-329,1,37.584339,127.340777
경기도 양평군 지평면 지평리 576-24,1,37.418549,127.75518
경기도 양평군 양서면 국수리 391-17,1,37.492071,127.486457
경기도 양평군 서종면 문호리 산151-325,1,37.509995,127.396815
경기도 양평군 양서면 용담리 535-4,1,37.584675,127.341027
경기도 양평군 서종면 문호리 산151-26,1,37.475021,127.637245
경기도 양평군 개군면 공세리 264-4,1,37.509657,127.395026
경기도 양평군 양동면 쌍학리 205-6,1,37.585024,127.34124
경기도 양평군 서종면 문호리 1224,1,37.541611,127.323475
경기도 양평군 용문면 다문리 354-5,1,37.585366,127.341425
경기도 양평군 용문면 마룡리 217-2,1,37.465704,127.539768
경기도 양평군 양서면 용담리 535-3,1,37.4184,127.755302
경기도 양평군 양서면 국수리 산76-4,1,37.585722,127.341612
경기도 양평군 양동면 쌍학리 184,1,37.488089,127.594477
경기도 양평군 양동면 쌍학리 198-5,1,37.485698,127.609528
경기도 양평군 양서면 용담리 535-7,1,37.541718,127.323645
경기도 양평군 단월면 보룡리 432-8,1,37.509472,127.395124
경기도 양평군 서종면 문호리 1034-2,1,37.418259,127.755402
경기도 양평군 양서면 용담리 535-13,1,37.492292,127.486266
경기도 양평군 서종면 문호리 1034-3,1,37.509737,127.396576
경기도 양평군 단월면 보룡리 432-7,1,37.542801,127.672678
경기도 양평군 서종면 문호리 산151-50,1,37.586041,127.341832
경기도 양평군 양동면 쌍학리 199-1,1,37.541663,127.323338
경기도 양평군 서종면 문호리 1032-7,1,37.58635,127.342098
경기도 양평군 용문면 다문리 338-4,1,37.543052,127.672682
경기도 양평군 양서면 용담리 535-9,1,37.586676,127.342377
경기도 양평군 지평면 지평리 578-17,1,37.418015,127.755516
경기도 양평군 양동면 쌍학리 198-5,1,37.587017,127.342687
경기도 양평군 단월면 보룡리 432-6,1,37.488089,127.594954
경기도 양평군 양평읍 양근리 450-13,1,37.542005,127.323285
경기도 양평군 서종면 문호리 1032-8,1,37.474858,127.637769
경기도 양평군 양서면 용담리 580-2,1,37.417843,127.755562
경기도 양평군 서종면 문호리 1031-5,1,37.543234,127.67235
경기도 양평군 양평읍 양근리 526-1,1,37.492512,127.486078
경기도 양평군 양평읍 양근리 530-11,1,37.587395,127.342935
경기도 양평군 용문면 다문리 354-8,1,37.541993,127.322942
경기도 양평군 지평면 지평리 578-9,1,37.587784,127.343122
경기도 양평군 양평읍 양근리 104-3,1,37.495547,127.485299
경기도 양평군 양평읍 양근리 104-2,1,37.495583,127.485738
경기도 양평군 용문면 다문리 618-1,1,37.419121,127.754311
경기도 양평군 양서면 양수리 산1-4,1,37.491149,127.487177
경기도 양평군 양평읍 양근리 504-62,1,37.489095,127.478162
경기도 양평군 강상면 병산리 46-3,1,37.475156,127.635985
경기도 양평군 양서면 양수리 산1-4,1,37.487557,127.593356
경기도 양평군 단월면 보룡리 386-12,1,37.581672,127.339086
경기도 양평군 강상면 병산리 46-3,1,37.496435,127.483363
경기도 양평군 양서면 용담리 430-9,1,37.48908,127.477956
경기도 양평군 양동면 쌍학리 181-6,1,37.582023,127.339266
경기도 양평군 양서면 양수리 418-8,1,37.54178,127.673001
경기도 양평군 강상면 병산리 46-3,1,37.488911,127.478
경기도 양평군 서종면 문호리 산151-47,1,37.540957,127.324266
경기도 양평군 단월면 보룡리 386-25,1,37.419029,127.754494
경기도 양평군 양평읍 양근리 450-56,1,37.552024,127.323182
경기도 양평군 양평읍 양근리 510-2,1,37.488903,127.477785
경기도 양평군 서종면 문호리 산151-47,1,37.582319,127.339485
경기도 양평군 양서면 국수리 326-30,1,37.542018,127.673087
경기도 양평군 양동면 쌍학리 751-5,1,37.491418,127.486987
경기도 양평군 양서면 용담리 428-10,1,37.496537,127.483824
경기도 양평군 지평면 지평리 541-5,1,37.582659,127.339712
경기도 양평군 양서면 국수리 330-14,1,37.511858,127.401383
경기도 양평군 서종면 문호리 산151-27,1,37.418877,127.754738
경기도 양평군 양평읍 양근리 504-118,1,37.541138,127.324074
경기도 양평군 양평읍 양근리 449-4,1,37.475067,127.636519
경기도 양평군 단월면 보룡리 391-1,1,37.51131,127.40034
경기도 양평군 서종면 문호리 산151-46,1,37.582998,127.339926
경기도 양평군 강상면 병산리 765-6,1,37.496142,127.483607
경기도 양평군 양서면 용담리 428-4,1,37.491612,127.486835
경기도 양평군 양동면 쌍학리 751-6,1,37.542202,127.672862
경기도 양평군 양동면 쌍학리 184-43,1,37.58332,127.340169
경기도 양평군 양동면 쌍학리 184-64,1,37.488716,127.477914
경기도 양평군 양동면 쌍학리 184-16,1,37.541316,127.323867
경기도 양평군 양동면 쌍학리 184-76,1,37.418772,127.754739
경기도 양평군 용문면 다문리 614-6,1,37.418612,127.754491
경기도 양평군 서종면 문호리 산151-326,1,37.418455,127.754327
경기도 양평군 양서면 용담리 534-40,1,37.418206,127.754054
경기도 양평군 양서면 용담리 535-11,1,37.417997,127.753829
경기도 양평군 양서면 국수리 347-14,1,37.487883,127.593814
경기도 양평군 지평면 지평리 500-2,1,37.583663,127.340369
경기도 양평군 서종면 문호리 산151-45,1,37.541352,127.324133
경기도 양평군 양동면 쌍학리 181-8,1,37.541453,127.323679
경기도 양평군 양서면 국수리 391-17,1,37.510413,127.398407
경기도 양평군 양서면 국수리 348-8,1,37.475071,127.637017
